TOP3B,8940,DNA binding
UIMC1,51720,DNA binding
TRIM33,51592,DNA binding
VDR,7421,DNA binding
XRCC6,2547,DNA binding
ZBTB16,7704,DNA binding
ZNF827,152485,DNA binding
MAPK3,5595,DNA damage induced protein phosphorylation
PPM1D,8493,"DNA damage response, signal transduction by p53 class mediator"
BRCA2,675,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator"
CHD1,1105,DNA duplex unwinding
POT1,25913,DNA duplex unwinding
XRCC6,2547,DNA duplex unwinding
XRCC6,2547,DNA end binding
CHD1,1105,DNA helicase activity
MCM4,4173,DNA helicase activity
MCM6,4175,DNA helicase activity
XRCC6,2547,DNA helicase activity
XRCC6,2547,DNA ligation
GNAS,2778,DNA methylation
PPM1D,8493,DNA methylation
KDM1B,221656,DNA methylation involved in gamete generation
SMG6,23293,DNA polymerase binding
NSMCE3,56160,DNA recombination
XRCC6,2547,DNA recombination
CSNK1E,1454,DNA repair
EPC2,26122,DNA repair
FAN1,22909,DNA repair
MBD4,8930,DNA repair
NSMCE3,56160,DNA repair
SMC3,9126,DNA repair
SSRP1,6749,DNA repair
TRRAP,8295,DNA repair
KCTD13,253980,DNA replication
MCM4,4173,DNA replication
MCM6,4175,DNA replication
NFIA,4774,DNA replication
NFIB,4781,DNA replication
POLA2,23649,DNA replication
SSRP1,6749,DNA replication
MCM6,4175,DNA replication initiation
POLA2,23649,DNA replication initiation
MCM4,4173,DNA replication origin binding
MCM6,4175,DNA replication origin binding
MCM4,4173,DNA strand elongation involved in DNA replication
TOP3B,8940,DNA topoisomerase activity
TOP3B,8940,"DNA topoisomerase type I (single strand cut, ATP-independent) activity"
TOP3B,8940,DNA topological change
MCM4,4173,DNA unwinding involved in DNA replication
MCM6,4175,DNA unwinding involved in DNA replication
ARNT2,9915,"DNA-binding transcription activator activity, RNA polymerase II-specific"
AR,367,"DNA-binding transcription activator activity, RNA polymerase II-specific"
DLX2,1746,"DNA-binding transcription activator activity, RNA polymerase II-specific"
EGR3,1960,"DNA-binding transcription activator activity, RNA polymerase II-specific"
ESRRB,2103,"DNA-binding transcription activator activity, RNA polymerase II-specific"
FEZF2,55079,"DNA-binding transcription activator activity, RNA polymerase II-specific"
ERG,2078,"DNA-binding transcription activator activity, RNA polymerase II-specific"
GLIS1,148979,"DNA-binding transcription activator activity, RNA polymerase II-specific"
GTF2I,2969,"DNA-binding transcription activator activity, RNA polymerase II-specific"
MEF2C,4208,"DNA-binding transcription activator activity, RNA polymerase II-specific"
MTF1,4520,"DNA-binding transcription activator activity, RNA polymerase II-specific"
NFIA,4774,"DNA-binding transcription activator activity, RNA polymerase II-specific"
NFIB,4781,"DNA-binding transcription activator activity, RNA polymerase II-specific"
OTX1,5013,"DNA-binding transcription activator activity, RNA polymerase II-specific"
PBX1,5087,"DNA-binding transcription activator activity, RNA polymerase II-specific"
PITX1,5307,"DNA-binding transcription activator activity, RNA polymerase II-specific"
SATB2,23314,"DNA-binding transcription activator activity, RNA polymerase II-specific"
ZBTB16,7704,"DNA-binding transcription activator activity, RNA polymerase II-specific"
ARNT2,9915,DNA-binding transcription factor activity
AR,367,DNA-binding transcription factor activity
DLX6,1750,DNA-binding transcription factor activity
DLX2,1746,DNA-binding transcription factor activity
EGR3,1960,DNA-binding transcription factor activity
ESRRB,2103,DNA-binding transcription factor activity
GTF2I,2969,DNA-binding transcription factor activity
MEF2C,4208,DNA-binding transcription factor activity
MNT,4335,DNA-binding transcription factor activity
MTF1,4520,DNA-binding transcription factor activity
NFIA,4774,DNA-binding transcription factor activity
NR2F1,7025,DNA-binding transcription factor activity
NPAS2,4862,DNA-binding transcription factor activity
PBX1,5087,DNA-binding transcription factor activity
PITX1,5307,DNA-binding transcription factor activity
RHOXF1,158800,DNA-binding transcription factor activity
TBX22,50945,DNA-binding transcription factor activity
THRA,7067,DNA-binding transcription factor activity
VDR,7421,DNA-binding transcription factor activity
ARNT2,9915,"DNA-binding transcription factor activity, RNA polymerase II-specific"
AR,367,"DNA-binding transcription factor activity, RNA polymerase II-specific"
CUX2,23316,"DNA-binding transcription factor activity, RNA polymerase II-specific"
DLX6,1750,"DNA-binding transcription factor activity, RNA polymerase II-specific"
DLX2,1746,"DNA-binding transcription factor activity, RNA polymerase II-specific"
EGR3,1960,"DNA-binding transcription factor activity, RNA polymerase II-specific"
EN2,2020,"DNA-binding transcription factor activity, RNA polymerase II-specific"
ESR2,2100,"DNA-binding transcription factor activity, RNA polymerase II-specific"
ESRRB,2103,"DNA-binding transcription factor activity, RNA polymerase II-specific"
ERG,2078,"DNA-binding transcription factor activity, RNA polymerase II-specific"
GLIS1,148979,"DNA-binding transcription factor activity, RNA polymerase II-specific"
GTF2I,2969,"DNA-binding transcription factor activity, RNA polymerase II-specific"
KLF16,83855,"DNA-binding transcription factor activity, RNA polymerase II-specific"
MEF2C,4208,"DNA-binding transcription factor activity, RNA polymerase II-specific"
MNT,4335,"DNA-binding transcription factor activity, RNA polymerase II-specific"
MTF1,4520,"DNA-binding transcription factor activity, RNA polymerase II-specific"
MSX2,4488,"DNA-binding transcription factor activity, RNA polymerase II-specific"
NFIA,4774,"DNA-binding transcription factor activity, RNA polymerase II-specific"
NFIB,4781,"DNA-binding transcription factor activity, RNA polymerase II-specific"
NR1D1,9572,"DNA-binding transcription factor activity, RNA polymerase II-specific"
NPAS2,4862,"DNA-binding transcription factor activity, RNA polymerase II-specific"
OTX1,5013,"DNA-binding transcription factor activity, RNA polymerase II-specific"
PBX1,5087,"DNA-binding transcription factor activity, RNA polymerase II-specific"
PITX1,5307,"DNA-binding transcription factor activity, RNA polymerase II-specific"
SATB2,23314,"DNA-binding transcription factor activity, RNA polymerase II-specific"
RHOXF1,158800,"DNA-binding transcription factor activity, RNA polymerase II-specific"
TBX22,50945,"DNA-binding transcription factor activity, RNA polymerase II-specific"
THRA,7067,"DNA-binding transcription factor activity, RNA polymerase II-specific"
VDR,7421,"DNA-binding transcription factor activity, RNA polymerase II-specific"
ZNF18,7566,"DNA-binding transcription factor activity, RNA polymerase II-specific"
ZNF517,340385,"DNA-binding transcription factor activity, RNA polymerase II-specific"
ZNF548,147694,"DNA-binding transcription factor activity, RNA polymerase II-specific"
ZNF559,84527,"DNA-binding transcription factor activity, RNA polymerase II-specific"
ZNF626,199777,"DNA-binding transcription factor activity, RNA polymerase II-specific"
ZNF713,349075,"DNA-binding transcription factor activity, RNA polymerase II-specific"
ZNF774,342132,"DNA-binding transcription factor activity, RNA polymerase II-specific"
CUX2,23316,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
FEZF2,55079,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
GLIS1,148979,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
KLF16,83855,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
MNT,4335,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
MSX2,4488,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
NR1D1,9572,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
NR2F1,7025,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
ZBTB16,7704,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
ZNF559,84527,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
XRCC6,2547,DNA-dependent ATPase activity
PRKDC,5591,DNA-dependent protein kinase activity
PRKDC,5591,DNA-dependent protein kinase-DNA ligase 4 complex
POLR3A,11128,DNA-directed 5'-3' RNA polymerase activity
NR1D1,9572,E-box binding
PER1,5187,E-box binding
HLA-DPB1,3115,ER to Golgi transport vesicle membrane
HLA-A,3105,ER to Golgi transport vesicle membrane
HLA-B,3106,ER to Golgi transport vesicle membrane
HLA-DRB1,3123,ER to Golgi transport vesicle membrane
HLA-G,3135,ER to Golgi transport vesicle membrane
PRKCA,5578,ERBB2 signaling pathway
IQGAP3,128239,ERK1 and ERK2 cascade
IGF1,3479,ERK1 and ERK2 cascade
MAPK3,5595,ERK1 and ERK2 cascade
MUC4,4585,ErbB-2 class receptor binding
SSRP1,6749,FACT complex
KDM1B,221656,FAD binding
MTHFR,4524,FAD binding
LILRB2,10288,Fc receptor mediated inhibitory signaling pathway
BTRC,8945,Fc-epsilon receptor signaling pathway
CARD11,84433,Fc-epsilon receptor signaling pathway
MAPK3,5595,Fc-epsilon receptor signaling pathway
DOCK1,1793,Fc-gamma receptor signaling pathway involved in phagocytosis
MAPK3,5595,Fc-gamma receptor signaling pathway involved in phagocytosis
BIRC6,57448,Flemming body
EXOC6,54536,Flemming body
GABBR2,9568,G protein-coupled GABA receptor activity
CHRM3,1131,G protein-coupled acetylcholine receptor activity
CHRM3,1131,G protein-coupled acetylcholine receptor signaling pathway
ADORA3,140,G protein-coupled adenosine receptor activity
ADORA2A,135,G protein-coupled adenosine receptor activity
ADCY5,111,G protein-coupled adenosine receptor signaling pathway
ADORA3,140,G protein-coupled adenosine receptor signaling pathway
ADORA2A,135,G protein-coupled adenosine receptor signaling pathway
HOMER1,9456,G protein-coupled glutamate receptor binding
DAGLA,747,G protein-coupled glutamate receptor signaling pathway
GRIK3,2899,G protein-coupled glutamate receptor signaling pathway
GRM5,2915,G protein-coupled glutamate receptor signaling pathway
GRM7,2917,G protein-coupled glutamate receptor signaling pathway
HOMER1,9456,G protein-coupled glutamate receptor signaling pathway
CX3CR1,1524,G protein-coupled peptide receptor activity
GPR37,2861,G protein-coupled peptide receptor activity
AGTR2,186,G protein-coupled receptor activity
ADRB2,154,G protein-coupled receptor activity
AVPR1B,553,G protein-coupled receptor activity
CX3CR1,1524,G protein-coupled receptor activity
DRD2,1813,G protein-coupled receptor activity
DRD3,1814,G protein-coupled receptor activity
DRD1,1812,G protein-coupled receptor activity
GPR37,2861,G protein-coupled receptor activity
GPR85,54329,G protein-coupled receptor activity
GRM5,2915,G protein-coupled receptor activity
OR1C1,26188,G protein-coupled receptor activity
OR2M4,26245,G protein-coupled receptor activity
OR2T10,127069,G protein-coupled receptor activity
GRM5,2915,G protein-coupled receptor activity involved in regulation of postsynaptic membrane potential
GNAS,2778,G protein-coupled receptor binding
GABBR2,9568,G protein-coupled receptor heterodimeric complex
DRD2,1813,G protein-coupled receptor internalization
DRD3,1814,G protein-coupled receptor internalization
HTR1B,3351,G protein-coupled receptor internalization
ADCY5,111,G protein-coupled receptor signaling pathway
ADORA3,140,G protein-coupled receptor signaling pathway
AGTR2,186,G protein-coupled receptor signaling pathway
ADORA2A,135,G protein-coupled receptor signaling pathway
ADRB2,154,G protein-coupled receptor signaling pathway
AVPR1B,553,G protein-coupled receptor signaling pathway
CHRM3,1131,G protein-coupled receptor signaling pathway
CX3CR1,1524,G protein-coupled receptor signaling pathway
DRD2,1813,G protein-coupled receptor signaling pathway
DRD3,1814,G protein-coupled receptor signaling pathway
DRD1,1812,G protein-coupled receptor signaling pathway
GABBR2,9568,G protein-coupled receptor signaling pathway
GNB1L,54584,G protein-coupled receptor signaling pathway
GPR37,2861,G protein-coupled receptor signaling pathway
GPR85,54329,G protein-coupled receptor signaling pathway
GRM5,2915,G protein-coupled receptor signaling pathway
GRM7,2917,G protein-coupled receptor signaling pathway
HTR1B,3351,G protein-coupled receptor signaling pathway
ITSN1,6453,G protein-coupled receptor signaling pathway
KNG1,3827,G protein-coupled receptor signaling pathway
OR1C1,26188,G protein-coupled receptor signaling pathway
OR2M4,26245,G protein-coupled receptor signaling pathway
OR2T10,127069,G protein-coupled receptor signaling pathway
OXT,5020,G protein-coupled receptor signaling pathway
PIK3CG,5294,G protein-coupled receptor signaling pathway
RAPGEF4,11069,G protein-coupled receptor signaling pathway
RGS7,6000,G protein-coupled receptor signaling pathway
AGTR2,186,G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger
CHRM3,1131,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
DRD1,1812,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
HTR1B,3351,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
CHRM3,1131,G protein-coupled serotonin receptor activity
HTR1B,3351,G protein-coupled serotonin receptor activity
HTR1B,3351,G protein-coupled serotonin receptor complex
CHRM3,1131,G protein-coupled serotonin receptor signaling pathway
CCDC88C,440193,G-protein alpha-subunit binding
SASH1,23328,G-protein alpha-subunit binding
RGS7,6000,G-protein beta-subunit binding
GNAS,2778,G-protein beta/gamma-subunit complex binding
POT1,25913,G-rich single-stranded DNA binding
POT1,25913,G-rich strand telomeric DNA binding
CAMK2A,815,G1/S transition of mitotic cell cycle
EIF4E,1977,G1/S transition of mitotic cell cycle
IQGAP3,128239,G1/S transition of mitotic cell cycle
MCM4,4173,G1/S transition of mitotic cell cycle
MCM6,4175,G1/S transition of mitotic cell cycle
POLA2,23649,G1/S transition of mitotic cell cycle
BTRC,8945,G2/M transition of mitotic cell cycle
CEP290,80184,G2/M transition of mitotic cell cycle
CSNK1E,1454,G2/M transition of mitotic cell cycle
OFD1,8481,G2/M transition of mitotic cell cycle
PCM1,5108,G2/M transition of mitotic cell cycle
PPM1D,8493,G2/M transition of mitotic cell cycle
YWHAE,7531,G2/M transition of mitotic cell cycle
YWHAG,7532,G2/M transition of mitotic cell cycle
GABBR2,9568,GABA receptor complex
GABRA4,2557,GABA-A receptor activity
GABRA4,2557,GABA-A receptor complex
GABRA4,2557,GABA-ergic synapse
LRFN5,145581,GABA-ergic synapse
GABRA4,2557,GABA-gated chloride ion channel activity
SYNCRIP,10492,GAIT complex
RIT2,6014,GDP binding
CARD11,84433,GDP metabolic process
DLG1,1739,GDP metabolic process
CHM,1121,GDP-dissociation inhibitor activity
CARD11,84433,GMP metabolic process
DLG1,1739,GMP metabolic process
NTRK1,4914,GPI-linked ephrin receptor activity
NTRK3,4916,GPI-linked ephrin receptor activity
AGAP1,116987,GTP binding
ADSS2,159,GTP binding
ARHGAP5,394,GTP binding
GNAS,2778,GTP binding
GUCY1A2,2977,GTP binding
RAB39B,116442,GTP binding
RIT2,6014,GTP binding
AGAP1,116987,GTPase activator activity
AGAP5,729092,GTPase activator activity
ARHGAP11B,89839,GTPase activator activity
ARHGAP32,9743,GTPase activator activity
ARHGAP5,394,GTPase activator activity
CHM,1121,GTPase activator activity
DOCK1,1793,GTPase activator activity
DOCK4,9732,GTPase activator activity
IQGAP3,128239,GTPase activator activity
RGS7,6000,GTPase activator activity
SGSM3,27352,GTPase activator activity
SRGAP3,9901,GTPase activator activity
TBC1D5,9779,GTPase activator activity
AGAP1,116987,GTPase activity
ARHGAP5,394,GTPase activity
GNAS,2778,GTPase activity
RAB39B,116442,GTPase activity
RGS7,6000,GTPase activity
RIT2,6014,GTPase activity
ABCA7,10347,Golgi apparatus
AGBL4,84871,Golgi apparatus
ARHGAP32,9743,Golgi apparatus
ADRB2,154,Golgi apparatus
ATP1A1,476,Golgi apparatus
ATP1A3,478,Golgi apparatus
AVPR1B,553,Golgi apparatus
CCDC91,55297,Golgi apparatus
CLCN4,1183,Golgi apparatus
DLG1,1739,Golgi apparatus
DOCK4,9732,Golgi apparatus
EXOC3,11336,Golgi apparatus
EXT1,2131,Golgi apparatus
GALNT13,114805,Golgi apparatus
GALNT14,79623,Golgi apparatus
HLA-A,3105,Golgi apparatus
HLA-B,3106,Golgi apparatus
LDLR,3949,Golgi apparatus
LRBA,987,Golgi apparatus
LRP2,4036,Golgi apparatus
MAPK3,5595,Golgi apparatus
MLANA,2315,Golgi apparatus
NEO1,4756,Golgi apparatus
RAB11FIP5,26056,Golgi apparatus
RAB39B,116442,Golgi apparatus
SYAP1,94056,Golgi apparatus
SYN1,6853,Golgi apparatus
SYNE1,23345,Golgi apparatus
TBC1D5,9779,Golgi apparatus
TRRAP,8295,Golgi apparatus
GPC6,10082,Golgi lumen
MUC12,10071,Golgi lumen
MUC4,4585,Golgi lumen
SDC2,6383,Golgi lumen
WNT1,7471,Golgi lumen
HLA-A,3105,Golgi medial cisterna
ABCA7,10347,Golgi membrane
ARHGAP32,9743,Golgi membrane
ADORA2A,135,Golgi membrane
DIPK2A,205428,Golgi membrane
DRD2,1813,Golgi membrane
EXT1,2131,Golgi membrane
GALNT13,114805,Golgi membrane
GALNT14,79623,Golgi membrane
HLA-DPB1,3115,Golgi membrane
HLA-A,3105,Golgi membrane
HLA-B,3106,Golgi membrane
HLA-DRB1,3123,Golgi membrane
HLA-G,3135,Golgi membrane
HS3ST5,222537,Golgi membrane
NTRK1,4914,Golgi membrane
RAB11FIP5,26056,Golgi membrane
RAB39B,116442,Golgi membrane
SYBU,55638,Golgi membrane
TRAPPC2L,51693,Golgi membrane
SYNE1,23345,Golgi organization
CCDC91,55297,Golgi to lysosome transport
EXOC5,10640,Golgi to plasma membrane transport
EXOC6,54536,Golgi to plasma membrane transport
EXOC6B,23233,Golgi to plasma membrane transport
BICDL1,92558,Golgi to secretory granule transport
DST,667,H zone
BRCA2,675,H3 histone acetyltransferase activity
BRCA2,675,H4 histone acetyltransferase activity
MEF2C,4208,HMG box domain binding
GPR37,2861,Hsp70 protein binding
CSNK2A1,1457,Hsp90 protein binding
NPAS2,4862,Hsp90 protein binding
TTN,7273,I band
SMURF1,57154,I-SMAD binding
CARD11,84433,I-kappaB kinase/NF-kappaB signaling
ADSS2,159,IMP metabolic process
UIMC1,51720,K63-linked polyubiquitin modification-dependent protein binding
XRCC6,2547,Ku70:Ku80 complex
SLC7A7,9056,L-alpha-amino acid transmembrane transport
SLC7A7,9056,L-amino acid transmembrane transporter activity
SLC1A1,6505,L-aspartate import across plasma membrane
SLC1A1,6505,L-aspartate transmembrane transport
SLC25A12,8604,L-aspartate transmembrane transport
SLC1A1,6505,L-aspartate transmembrane transporter activity
SLC25A12,8604,L-aspartate transmembrane transporter activity
FXN,2395,L-cysteine desulfurase complex
DDC,1644,L-dopa decarboxylase activity
SLC1A1,6505,L-glutamate import
SLC1A1,6505,L-glutamate import across plasma membrane
SLC1A1,6505,L-glutamate transmembrane transport
SLC25A12,8604,L-glutamate transmembrane transport
SLC1A1,6505,L-glutamate transmembrane transporter activity
SLC25A12,8604,L-glutamate transmembrane transporter activity
CACNA2D1,781,L-type voltage-gated calcium channel complex
DLG1,1739,L27 domain binding
LIN7B,64130,L27 domain binding
LAS1L,81887,Las1 complex
GPX1,2876,Lewy body
AR,367,Leydig cell differentiation
MAPK3,5595,MAP kinase activity
MAPK3,5595,MAP kinase kinase activity
DLG1,1739,MAPK cascade
MAPK3,5595,MAPK cascade
MEF2C,4208,MAPK cascade
RIT2,6014,MAPK cascade
YWHAE,7531,MAPK cascade
MCM4,4173,MCM complex
MCM6,4175,MCM complex
HLA-A,3105,MHC class I peptide loading complex
LILRB2,10288,MHC class I protein binding
HLA-A,3105,MHC class I protein complex
HLA-B,3106,MHC class I protein complex
HLA-G,3135,MHC class I protein complex
FCRL6,343413,MHC class II protein binding
HLA-DPB1,3115,MHC class II protein complex
HLA-DRB1,3123,MHC class II protein complex
HLA-DRB1,3123,MHC class II protein complex binding
YWHAE,7531,MHC class II protein complex binding
HLA-DRB1,3123,MHC class II receptor activity
LILRB2,10288,MHC class Ib protein binding
LILRB2,10288,MHC class Ib protein complex binding
CEP290,80184,MKS complex
LAS1L,81887,MLL1 complex
DYDC1,143241,MLL3/4 complex
DYDC2,84332,MLL3/4 complex
DLG1,1739,MPP7-DLG1-LIN7 complex
LIN7B,64130,MPP7-DLG1-LIN7 complex
EXT1,2131,N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity
YTHDC2,64848,N6-methyladenosine-containing RNA binding
PTGS2,5743,NAD biosynthesis via nicotinamide riboside salvage pathway
BST1,683,NAD metabolic process
CD38,952,NAD metabolic process
BST1,683,NAD(P)+ nucleosidase activity
CD38,952,NAD(P)+ nucleosidase activity
IL1RAPL1,11141,NAD(P)+ nucleosidase activity
IL1RAPL2,26280,NAD(P)+ nucleosidase activity
