PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"23533028","Molecular and clinical characterization of 25 individuals with exonic deletions of NRXN1 and comprehensive review of the literature","Béna F, Bruno DL, Eriksson M, van Ravenswaaij-Arts C, Stark Z, Dijkhuizen T, Gerkes E, Gimelli S, Ganesamoorthy D, Thuresson AC, Labalme A, Till M, Bilan F, Pasquier L, Kitzis A, Dubourgm C, Rossi M, Bottani A, Gagnebin M, Sanlaville D, Gilbert-Dussardier B, Guipponi M, van Haeringen A, Kriek M, Ruivenkamp C, Antonarakis SE, Anderlid BM, Slater HR, Schoumans J.","Am J Med Genet B Neuropsychiatr Genet. 2013 Jun;162B(4):388-403. doi: 10.1002/ajmg.b.32148. Epub 2013 Mar 26.","Béna F","Am J Med Genet B Neuropsychiatr Genet","2013","2013/03/28","","","10.1002/ajmg.b.32148"
"26047810","Using Gene Ontology to describe the role of the neurexin-neuroligin-SHANK complex in human, mouse and rat and its relevance to autism","Patel S, Roncaglia P, Lovering RC.","BMC Bioinformatics. 2015 Jun 6;16(1):186. doi: 10.1186/s12859-015-0622-0.","Patel S","BMC Bioinformatics","2015","2015/06/07","PMC4458007","","10.1186/s12859-015-0622-0"
"30076746","A rare exonic NRXN3 deletion segregating with neurodevelopmental and neuropsychiatric conditions in a three-generation Chinese family","Yuan H, Wang Q, Liu Y, Yang W, He Y, Gusella JF, Song J, Shen Y.","Am J Med Genet B Neuropsychiatr Genet. 2018 Sep;177(6):589-595. doi: 10.1002/ajmg.b.32673. Epub 2018 Aug 4.","Yuan H","Am J Med Genet B Neuropsychiatr Genet","2018","2018/08/05","PMC6445570","ASMS1007196","10.1002/ajmg.b.32673"
"30988517","A rare autism-associated MINT2/APBA2 mutation disrupts neurexin trafficking and synaptic function","Lin AY, Henry S, Reissner C, Neupert C, Kenny C, Missler M, Beffert U, Ho A.","Sci Rep. 2019 Apr 15;9(1):6024. doi: 10.1038/s41598-019-42635-7.","Lin AY","Sci Rep","2019","2019/04/17","PMC6465354","","10.1038/s41598-019-42635-7"
"26423458","Genome-wide disruption of 5-hydroxymethylcytosine in a mouse model of autism","Papale LA, Zhang Q, Li S, Chen K, Keleş S, Alisch RS.","Hum Mol Genet. 2015 Dec 15;24(24):7121-31. doi: 10.1093/hmg/ddv411. Epub 2015 Sep 30.","Papale LA","Hum Mol Genet","2015","2015/10/02","PMC4654062","","10.1093/hmg/ddv411"
"22813947","Copy number variations in neurodevelopmental disorders","Grayton HM, Fernandes C, Rujescu D, Collier DA.","Prog Neurobiol. 2012 Oct;99(1):81-91. doi: 10.1016/j.pneurobio.2012.07.005. Epub 2012 Jul 17.","Grayton HM","Prog Neurobiol","2012","2012/07/21","","","10.1016/j.pneurobio.2012.07.005"
"18179900","Disruption of neurexin 1 associated with autism spectrum disorder","Kim HG, Kishikawa S, Higgins AW, Seong IS, Donovan DJ, Shen Y, Lally E, Weiss LA, Najm J, Kutsche K, Descartes M, Holt L, Braddock S, Troxell R, Kaplan L, Volkmar F, Klin A, Tsatsanis K, Harris DJ, Noens I, Pauls DL, Daly MJ, MacDonald ME, Morton CC, Quade BJ, Gusella JF.","Am J Hum Genet. 2008 Jan;82(1):199-207. doi: 10.1016/j.ajhg.2007.09.011.","Kim HG","Am J Hum Genet","2008","2008/01/09","PMC2253961","","10.1016/j.ajhg.2007.09.011"
"20010541","Osmotic avoidance in Caenorhabditis elegans: synaptic function of two genes, orthologues of human NRXN1 and NLGN1, as candidates for autism","Calahorro F, Alejandre E, Ruiz-Rubio M.","J Vis Exp. 2009 Dec 11;(34):1616. doi: 10.3791/1616.","Calahorro F","J Vis Exp","2009","2009/12/17","PMC3346054","","10.3791/1616"
"22405623","Mutation analysis of the NRXN1 gene in a Chinese autism cohort","Liu Y, Hu Z, Xun G, Peng Y, Lu L, Xu X, Xiong Z, Xia L, Liu D, Li W, Zhao J, Xia K.","J Psychiatr Res. 2012 May;46(5):630-4. doi: 10.1016/j.jpsychires.2011.10.015. Epub 2012 Mar 9.","Liu Y","J Psychiatr Res","2012","2012/03/13","","","10.1016/j.jpsychires.2011.10.015"
"31515794","[Analysis of NRXN1 gene deletion in an autistic patient]","Zhou S, Song B, Liu N, Tan S, Yang Y, Zhang X, Luo H.","Zhonghua Yi Xue Yi Chuan Xue Za Zhi. 2019 Sep 10;36(9):935-937. doi: 10.3760/cma.j.issn.1003-9406.2019.09.020.","Zhou S","Zhonghua Yi Xue Yi Chuan Xue Za Zhi","2019","2019/09/14","","","10.3760/cma.j.issn.1003-9406.2019.09.020"
"19545994","A synaptic trek to autism","Bourgeron T.","Curr Opin Neurobiol. 2009 Apr;19(2):231-4. doi: 10.1016/j.conb.2009.06.003. Epub 2009 Jun 21.","Bourgeron T","Curr Opin Neurobiol","2009","2009/06/24","","","10.1016/j.conb.2009.06.003"
"19348707","Genetics of autism spectrum disorders","Kumar RA, Christian SL.","Curr Neurol Neurosci Rep. 2009 May;9(3):188-97. doi: 10.1007/s11910-009-0029-2.","Kumar RA","Curr Neurol Neurosci Rep","2009","2009/04/08","","","10.1007/s11910-009-0029-2"
"29028156","Genetic background effects in Neuroligin-3 mutant mice: Minimal behavioral abnormalities on C57 background","Jaramillo TC, Escamilla CO, Liu S, Peca L, Birnbaum SG, Powell CM.","Autism Res. 2018 Feb;11(2):234-244. doi: 10.1002/aur.1857. Epub 2017 Oct 13.","Jaramillo TC","Autism Res","2018","2017/10/14","PMC5825258","NIHMS923810","10.1002/aur.1857"
"27650969","Chromosomal microarray testing in adults with intellectual disability presenting with comorbid psychiatric disorders","Wolfe K, Strydom A, Morrogh D, Carter J, Cutajar P, Eyeoyibo M, Hassiotis A, McCarthy J, Mukherjee R, Paschos D, Perumal N, Read S, Shankar R, Sharif S, Thirulokachandran S, Thygesen JH, Patch C, Ogilvie C, Flinter F, McQuillin A, Bass N.","Eur J Hum Genet. 2016 Jan;25(1):66-72. doi: 10.1038/ejhg.2016.107. Epub 2016 Sep 21.","Wolfe K","Eur J Hum Genet","2016","2016/09/22","PMC5159755","","10.1038/ejhg.2016.107"
"31759289","Derivation of familial iPSC lines from three ASD patients carrying NRXN1α(+/-) and two controls (NUIGi022-A, NUIGi022-B; NUIGi023-A, NUIGi023-B; NUIGi025-A, NUIGi025-B; NUIGi024-A, NUIGi024-B; NUIGi026-A, NUIGi026-B)","Ding Y, Marcó de la Cruz B, Xia Y, Liu M, Lu Y, McInerney V, Krawczyk J, Lynch SA, Howard L, O'Brien T, Gallagher L, Shen S.","Stem Cell Res. 2019 Dec;41:101653. doi: 10.1016/j.scr.2019.101653. Epub 2019 Nov 13.","Ding Y","Stem Cell Res","2019","2019/11/24","","","10.1016/j.scr.2019.101653"
"24339137","Sequence analysis of 17 NRXN1 deletions","Enggaard Hoeffding LK, Hansen T, Ingason A, Doung L, Thygesen JH, Møller RS, Tommerup N, Kirov G, Rujescu D, Larsen LA, Werge T.","Am J Med Genet B Neuropsychiatr Genet. 2014 Jan;165B(1):52-61. doi: 10.1002/ajmg.b.32204. Epub 2013 Sep 25.","Enggaard Hoeffding LK","Am J Med Genet B Neuropsychiatr Genet","2014","2013/12/17","","","10.1002/ajmg.b.32204"
"24906019","Transcriptional consequences of 16p11.2 deletion and duplication in mouse cortex and multiplex autism families","Blumenthal I, Ragavendran A, Erdin S, Klei L, Sugathan A, Guide JR, Manavalan P, Zhou JQ, Wheeler VC, Levin JZ, Ernst C, Roeder K, Devlin B, Gusella JF, Talkowski ME.","Am J Hum Genet. 2014 Jun 5;94(6):870-83. doi: 10.1016/j.ajhg.2014.05.004.","Blumenthal I","Am J Hum Genet","2014","2014/06/07","PMC4121471","","10.1016/j.ajhg.2014.05.004"
"28948087","Not all neuroligin 3 and 4X missense variants lead to significant functional inactivation","Xu X, Hu Z, Zhang L, Liu H, Cheng Y, Xia K, Zhang X.","Brain Behav. 2017 Aug 14;7(9):e00793. doi: 10.1002/brb3.793. eCollection 2017 Sep.","Xu X","Brain Behav","2017","2017/09/27","PMC5607556","","10.1002/brb3.793"
"22948383","Pathogenetic model for Tourette syndrome delineates overlap with related neurodevelopmental disorders including Autism","Clarke RA, Lee S, Eapen V.","Transl Psychiatry. 2012 Sep 4;2(9):e158. doi: 10.1038/tp.2012.75.","Clarke RA","Transl Psychiatry","2012","2012/09/06","PMC3565204","","10.1038/tp.2012.75"
"25017069","Neurexin dysfunction in adult neurons results in autistic-like behavior in mice","Rabaneda LG, Robles-Lanuza E, Nieto-González JL, Scholl FG.","Cell Rep. 2014 Jul 24;8(2):338-46. doi: 10.1016/j.celrep.2014.06.022. Epub 2014 Jul 10.","Rabaneda LG","Cell Rep","2014","2014/07/15","","","10.1016/j.celrep.2014.06.022"
"25149956","Fraternal twins with autism, severe cognitive deficit, and epilepsy: diagnostic role of chromosomal microarray analysis","Imitola J, Walleigh D, Anderson CE, Jethva R, Carvalho KS, Legido A, Khurana DS.","Semin Pediatr Neurol. 2014 Jun;21(2):167-71. doi: 10.1016/j.spen.2014.04.027. Epub 2014 Apr 30.","Imitola J","Semin Pediatr Neurol","2014","2014/08/24","","","10.1016/j.spen.2014.04.027"
"26266783","[Functional analysis of autism-associated NRXN1β gene promoter]","Liu JR, Meng SS, Zhou WH.","Yi Chuan. 2015 Aug;37(8):801-10. doi: 10.16288/j.yczz.15-105.","Liu JR","Yi Chuan","2015","2015/08/13","","","10.16288/j.yczz.15-105"
"21626680","A 10.46 Mb 12p11.1-12.1 interstitial deletion coincident with a 0.19 Mb NRXN1 deletion detected by array CGH in a girl with scoliosis and autism","Soysal Y, Vermeesch J, Davani NA, Hekimler K, Imirzalioğlu N.","Am J Med Genet A. 2011 Jul;155A(7):1745-52. doi: 10.1002/ajmg.a.34101. Epub 2011 May 27.","Soysal Y","Am J Med Genet A","2011","2011/06/01","","","10.1002/ajmg.a.34101"
"25149957","Editorial comment: Fraternal twins with autism, severe cognitive deficit, and epilepsy: diagnostic role of chromosomal microarray analysis","Schaefer GB.","Semin Pediatr Neurol. 2014 Jun;21(2):172. doi: 10.1016/j.spen.2014.05.003. Epub 2014 May 14.","Schaefer GB","Semin Pediatr Neurol","2014","2014/08/24","","","10.1016/j.spen.2014.05.003"
"24204716","A genome-wide survey of transgenerational genetic effects in autism","Tsang KM, Croen LA, Torres AR, Kharrazi M, Delorenze GN, Windham GC, Yoshida CK, Zerbo O, Weiss LA.","PLoS One. 2013 Oct 24;8(10):e76978. doi: 10.1371/journal.pone.0076978. eCollection 2013.","Tsang KM","PLoS One","2013","2013/11/09","PMC3811986","","10.1371/journal.pone.0076978"
"19404257","Autism genome-wide copy number variation reveals ubiquitin and neuronal genes","Glessner JT, Wang K, Cai G, Korvatska O, Kim CE, Wood S, Zhang H, Estes A, Brune CW, Bradfield JP, Imielinski M, Frackelton EC, Reichert J, Crawford EL, Munson J, Sleiman PM, Chiavacci R, Annaiah K, Thomas K, Hou C, Glaberson W, Flory J, Otieno F, Garris M, Soorya L, Klei L, Piven J, Meyer KJ, Anagnostou E, Sakurai T, Game RM, Rudd DS, Zurawiecki D, McDougle CJ, Davis LK, Miller J, Posey DJ, Michaels S, Kolevzon A, Silverman JM, Bernier R, Levy SE, Schultz RT, Dawson G, Owley T, McMahon WM, Wassink TH, Sweeney JA, Nurnberger JI, Coon H, Sutcliffe JS, Minshew NJ, Grant SF, Bucan M, Cook EH, Buxbaum JD, Devlin B, Schellenberg GD, Hakonarson H.","Nature. 2009 May 28;459(7246):569-73. doi: 10.1038/nature07953. Epub 2009 Apr 28.","Glessner JT","Nature","2009","2009/05/01","PMC2925224","NIHMS225821","10.1038/nature07953"
"24064682","Rare variants analysis of neurexin-1β in autism reveals a novel start codon mutation affecting protein levels at synapses","Camacho-Garcia RJ, Hervás A, Toma C, Balmaña N, Cormand B, Martinez-Mir A, Scholl FG.","Psychiatr Genet. 2013 Dec;23(6):262-6. doi: 10.1097/YPG.0000000000000013.","Camacho-Garcia RJ","Psychiatr Genet","2013","2013/09/26","","","10.1097/YPG.0000000000000013"
"19557195","Genome-wide analyses of exonic copy number variants in a family-based study point to novel autism susceptibility genes","Bucan M, Abrahams BS, Wang K, Glessner JT, Herman EI, Sonnenblick LI, Alvarez Retuerto AI, Imielinski M, Hadley D, Bradfield JP, Kim C, Gidaya NB, Lindquist I, Hutman T, Sigman M, Kustanovich V, Lajonchere CM, Singleton A, Kim J, Wassink TH, McMahon WM, Owley T, Sweeney JA, Coon H, Nurnberger JI, Li M, Cantor RM, Minshew NJ, Sutcliffe JS, Cook EH, Dawson G, Buxbaum JD, Grant SF, Schellenberg GD, Geschwind DH, Hakonarson H.","PLoS Genet. 2009 Jun;5(6):e1000536. doi: 10.1371/journal.pgen.1000536. Epub 2009 Jun 26.","Bucan M","PLoS Genet","2009","2009/06/27","PMC2695001","","10.1371/journal.pgen.1000536"
"18084303","Structural basis for synaptic adhesion mediated by neuroligin-neurexin interactions","Chen X, Liu H, Shim AH, Focia PJ, He X.","Nat Struct Mol Biol. 2008 Jan;15(1):50-6. doi: 10.1038/nsmb1350. Epub 2007 Dec 16.","Chen X","Nat Struct Mol Biol","2008","2007/12/18","PMC2922956","NIHMS226802","10.1038/nsmb1350"
"27965028","Two De Novo Mutations in an Autistic Child Who Had Previously Undergone Transplantation for Dilated Cardiomyopathy: The Importance of Keeping an Open Mind","Sajid U, Argiropoulos B, Wei XC, Parboosingh JS, Lamont RE, Khan A, Greenway SC.","Can J Cardiol. 2017 Feb;33(2):292.e5-292.e7. doi: 10.1016/j.cjca.2016.08.019. Epub 2016 Sep 26.","Sajid U","Can J Cardiol","2017","2016/12/15","","","10.1016/j.cjca.2016.08.019"
